"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1459","TC062: Concept tab switching works correctly","Microsoft Edge","2026-04-30","passed","2026-04-30","Concepts Page Tests","concepts.spec.ts","",""
"","745","TC058: All tabs are visible on concept page","chromium","2026-04-30","passed","2026-04-30","Concepts Page Tests","concepts.spec.ts","",""
"","1032","TC103: HTML Basics blog link is enabled","Microsoft Edge","2026-04-30","passed","2026-04-30","Blogs Page Tests","blogs.spec.ts","",""
"","1455","TC028: Start Learning button navigates to concepts","Microsoft Edge","2026-04-30","passed","2026-04-30","Explore Page Tests","explore.spec.ts","",""
"","1071","TC026: Explore page displays trending sections","Microsoft Edge","2026-04-30","passed","2026-04-30","Explore Page Tests","explore.spec.ts","",""
"","1282","TC078: Product filtering challenge link is visible","Microsoft Edge","2026-04-30","passed","2026-04-30","Challenges Page Tests","challenges.spec.ts","",""
"","765","TC078: Product filtering challenge link is visible","chromium","2026-04-30","passed","2026-04-30","Challenges Page Tests","challenges.spec.ts","",""
"","1383","TC081: Click on Product Pagination challenge","Microsoft Edge","2026-04-30","passed","2026-04-30","Challenges Page Tests","challenges.spec.ts","",""
"","1125","TC090: Back button on challenge detail page","Microsoft Edge","2026-04-30","passed","2026-04-30","Challenges Page Tests","challenges.spec.ts","",""
"","976","TC016: Navigation is visible on home page","chromium","2026-04-30","passed","2026-04-30","Home Page Tests","home.spec.ts","",""
"","843","TC025: Back button on explore page returns to home","chromium","2026-04-30","passed","2026-04-30","Explore Page Tests","explore.spec.ts","",""
"","1010","TC006: Start Exploring button navigates to explore page","chromium","2026-04-30","passed","2026-04-30","Home Page Tests","home.spec.ts","",""
"","2421","TC054: Iframe concept page loads successfully","Microsoft Edge","2026-04-30","passed","2026-04-30","Concepts Page Tests","concepts.spec.ts","",""
"","771","TC107: Page title contains Blogs","chromium","2026-04-30","passed","2026-04-30","Blogs Page Tests","blogs.spec.ts","",""
"","852","TC095: HTML Basics blog link is clickable","Microsoft Edge","2026-04-30","passed","2026-04-30","Blogs Page Tests","blogs.spec.ts","",""
"","1205","TC072: Footer is visible on concepts page","chromium","2026-04-30","passed","2026-04-30","Concepts Page Tests","concepts.spec.ts","",""
"","594","TC092: Blogs page displays HTML Basics blog card","Microsoft Edge","2026-04-30","passed","2026-04-30","Blogs Page Tests","blogs.spec.ts","",""
"","679","TC094: All blog cards are visible","chromium","2026-04-30","passed","2026-04-30","Blogs Page Tests","blogs.spec.ts","",""
"","780","TC051: Navigation is visible on interview questions page","Microsoft Edge","2026-04-30","passed","2026-04-30","Interview Questions Page Tests","interviewQuestions.spec.ts","",""
"","1805","TC056: Concepts page displays Try It Yourself tab","Microsoft Edge","2026-04-30","passed","2026-04-30","Concepts Page Tests","concepts.spec.ts","",""
"","800","TC101: Blog card count is greater than zero","chromium","2026-04-30","passed","2026-04-30","Blogs Page Tests","blogs.spec.ts","",""
"","740","TC068: Usecases section is visible","Microsoft Edge","2026-04-30","passed","2026-04-30","Concepts Page Tests","concepts.spec.ts","",""
"","4187","TC117: Filter testing - Interview questions filter interaction","Microsoft Edge","2026-04-30","passed","2026-04-30","End-to-End User Journeys","e2e.spec.ts","",""
"","869","TC102: Blog links are retrievable","chromium","2026-04-30","passed","2026-04-30","Blogs Page Tests","blogs.spec.ts","",""
"","1709","TC041: Topic filter is available and clickable","chromium","2026-04-30","passed","2026-04-30","Interview Questions Page Tests","interviewQuestions.spec.ts","",""
"","1356","TC120: Footer links validation across pages","chromium","2026-04-30","passed","2026-04-30","End-to-End User Journeys","e2e.spec.ts","",""
"","746","TC109: All blog cards have clickable links","chromium","2026-04-30","passed","2026-04-30","Blogs Page Tests","blogs.spec.ts","",""
"","1099","TC097: Click on HTML Basics blog","Microsoft Edge","2026-04-30","passed","2026-04-30","Blogs Page Tests","blogs.spec.ts","",""
"","1985","TC119: Full navigation bar test across all pages","chromium","2026-04-30","passed","2026-04-30","End-to-End User Journeys","e2e.spec.ts","",""
"","1852","TC047: Clear search input functionality","Microsoft Edge","2026-04-30","passed","2026-04-30","Interview Questions Page Tests","interviewQuestions.spec.ts","",""
"","798","TC067: Overview section is visible","chromium","2026-04-30","passed","2026-04-30","Concepts Page Tests","concepts.spec.ts","",""
"","1855","TC065: Page heading text is displayed","chromium","2026-04-30","passed","2026-04-30","Concepts Page Tests","concepts.spec.ts","",""
"","964","TC009: Hands-On Practice card is clickable","chromium","2026-04-30","passed","2026-04-30","Home Page Tests","home.spec.ts","",""
"","1324","TC077: Challenge pages display descriptive content","Microsoft Edge","2026-04-30","passed","2026-04-30","Challenges Page Tests","challenges.spec.ts","",""
"","958","TC050: Back button navigates to explore page","Microsoft Edge","2026-04-30","passed","2026-04-30","Interview Questions Page Tests","interviewQuestions.spec.ts","",""
"","3932","TC053: Multiple search terms can be tested","Microsoft Edge","2026-04-30","passed","2026-04-30","Interview Questions Page Tests","interviewQuestions.spec.ts","",""
